	exact_age	length_of_residence	num_adults	gender	hh_marital_status	dwell_type	urban_rural_flag	flag_pres_kids_true	age_range
0	46.0	6.0	2.0	0	0	1	0	0	45.5
1	52.0	0.0	4.0	0	0	1	1	0	55.5
2	58.0	18.0	5.0	0	0	1	1	1	55.5
3	40.0	9.0	2.0	0	0	1	1	1	35.5
4	56.0	21.0	4.0	0	0	1	1	1	55.5
5	63.0	13.0	3.0	1	0	1	1	1	65.5
6	52.0	11.0	2.0	1	0	1	1	0	55.5
7	25.0	15.0	5.0	0	0	1	1	1	25.5
8	28.0	28.0	5.0	1	0	1	1	1	25.5
9	58.0	7.0	5.0	1	0	1	1	1	55.5
10	34.0	11.0	2.0	1	0	1	0	1	35.5
11	60.0	5.0	2.0	0	0	1	0	1	55.5
12	45.0	5.0	1.0	0	1	1	0	1	45.5
13	36.0	18.0	4.0	1	0	1	1	1	35.5
14	67.0	2.0	2.0	0	0	1	1	1	65.5
15	51.0	5.0	1.0	0	0	1	1	1	55.5
16	69.0	6.0	1.0	1	1	1	1	0	65.5
17	73.0	18.0	2.0	1	1	1	1	1	75.5
18	58.0	3.0	1.0	0	0	1	1	1	55.5
19	42.0	3.0	3.0	1	0	1	1	0	45.5
20	57.0	6.0	4.0	0	0	1	1	0	55.5
21	77.0	12.0	2.0	1	0	1	0	0	75.5
22	45.0	3.0	1.0	1	1	1	1	0	45.5
23	45.0	4.0	1.0	0	1	1	1	1	45.5
24	44.0	4.0	1.0	0	1	1	1	0	45.5
25	45.0	4.0	1.0	0	1	3	1	0	45.5
26	33.0	4.0	2.0	1	0	1	1	0	35.5
27	79.0	11.0	2.0	1	0	1	1	0	75.5
28	35.0	3.0	1.0	1	1	1	1	0	35.5
29	36.0	5.0	5.0	0	0	1	0	1	35.5
30	26.0	13.0	4.0	0	1	1	1	1	25.5
31	27.0	4.0	2.0	0	1	1	1	0	25.5
32	23.0	21.0	7.0	0	1	1	1	1	25.5
33	73.0	5.0	3.0	1	0	1	1	0	75.5
34	24.0	2.0	1.0	0	1	1	1	1	25.5
35	24.0	8.0	3.0	1	1	1	1	1	25.5
36	36.0	7.0	3.0	0	0	2	1	1	35.5
37	28.0	15.0	2.0	1	1	1	1	1	25.5
38	27.0	7.0	3.0	0	1	1	1	0	25.5
39	40.0	3.0	1.0	0	1	1	1	0	35.5
40	62.0	49.0	4.0	1	0	1	0	1	65.5
41	83.0	2.0	1.0	0	1	3	1	1	85.5
42	45.0	2.0	1.0	0	1	1	1	1	45.5
43	74.0	2.0	1.0	1	1	3	1	0	75.5
44	33.0	1.0	1.0	0	1	2	1	0	35.5
45	56.0	15.0	3.0	1	0	1	1	0	55.5
46	65.0	1.0	3.0	0	0	1	1	1	65.5
47	65.0	20.0	3.0	0	0	1	0	0	65.5
48	23.0	5.0	2.0	0	1	1	0	0	25.5
49	33.0	3.0	1.0	0	1	2	1	0	35.5
50	23.0	4.0	4.0	0	1	1	1	1	25.5
51	21.0	3.0	3.0	0	1	1	0	0	25.5
52	26.0	3.0	4.0	0	1	1	1	0	25.5
53	49.0	4.0	4.0	1	1	1	1	0	45.5
54	54.0	2.0	4.0	0	0	1	1	1	55.5
55	26.0	26.0	4.0	0	1	1	1	1	25.5
56	48.0	4.0	4.0	0	0	1	1	0	45.5
57	36.0	2.0	1.0	0	1	1	1	0	35.5
58	48.0	1.0	3.0	1	1	1	1	0	45.5
59	54.0	13.0	5.0	0	1	1	1	0	55.5
60	70.0	20.0	3.0	1	0	1	1	1	65.5
61	52.0	3.0	1.0	0	1	3	1	0	55.5
62	40.0	5.0	1.0	1	1	1	1	1	35.5
63	63.0	13.0	3.0	0	0	1	1	1	65.5
64	76.0	9.0	2.0	1	0	1	1	0	75.5
65	49.0	3.0	1.0	0	1	1	1	1	45.5
66	28.0	22.0	5.0	0	0	1	1	1	25.5
67	48.0	16.0	4.0	1	0	1	0	1	45.5
68	47.0	4.0	1.0	1	1	3	1	0	45.5
69	39.0	6.0	2.0	0	0	2	1	1	35.5
70	81.0	2.0	2.0	0	1	1	1	1	85.5
71	53.0	18.0	4.0	0	0	1	0	1	55.5
72	22.0	12.0	3.0	0	0	1	1	1	25.5
73	38.0	11.0	2.0	0	0	1	1	1	35.5
74	41.0	15.0	3.0	0	1	1	1	0	45.5
75	61.0	10.0	1.0	0	1	1	1	0	65.5
76	29.0	5.0	1.0	0	1	3	1	1	25.5
77	48.0	10.0	2.0	1	0	1	1	0	45.5
78	56.0	9.0	2.0	0	0	1	0	0	55.5
79	58.0	13.0	4.0	1	0	1	1	1	55.5
80	74.0	18.0	2.0	1	0	1	1	0	75.5
81	49.0	11.0	2.0	0	0	1	1	0	45.5
82	49.0	11.0	2.0	0	0	1	1	0	45.5
83	70.0	2.0	2.0	1	0	2	1	0	65.5
84	48.0	11.0	2.0	0	0	2	1	0	45.5
85	67.0	6.0	2.0	0	0	1	1	0	65.5
86	40.0	10.0	2.0	0	1	1	0	1	35.5
87	41.0	8.0	2.0	0	1	1	1	1	45.5
88	65.0	1.0	6.0	1	0	1	1	1	65.5
89	52.0	11.0	2.0	1	0	1	1	0	55.5
90	49.0	11.0	2.0	0	0	1	1	0	45.5
91	49.0	11.0	2.0	0	0	1	1	0	45.5
92	57.0	8.0	3.0	0	0	1	0	1	55.5
93	49.0	11.0	2.0	0	0	1	1	0	45.5
94	49.0	11.0	2.0	0	0	1	0	0	45.5
95	49.0	12.0	2.0	0	0	1	1	0	45.5
96	49.0	11.0	2.0	0	0	1	1	0	45.5
97	41.0	10.0	1.0	1	1	1	1	0	45.5
98	52.0	11.0	2.0	1	0	1	1	0	55.5
99	75.0	16.0	3.0	1	0	1	0	0	75.5
100	63.0	7.0	4.0	0	0	1	1	0	65.5
101	63.0	5.0	3.0	0	0	0	1	0	65.5
102	71.0	15.0	1.0	0	1	1	1	1	75.5
103	33.0	13.0	1.0	0	1	1	1	0	35.5
104	56.0	11.0	2.0	0	0	1	0	0	55.5
105	75.0	39.0	3.0	0	1	2	1	1	75.5
106	31.0	11.0	2.0	1	0	2	1	0	35.5
107	49.0	3.0	2.0	1	0	1	1	0	45.5
108	75.0	11.0	2.0	0	0	1	1	1	75.5
109	31.0	16.0	1.0	0	0	1	0	1	35.5
110	58.0	12.0	3.0	0	0	1	0	1	55.5
111	52.0	11.0	2.0	1	0	1	1	0	55.5
112	71.0	44.0	2.0	1	0	1	1	0	75.5
113	54.0	12.0	4.0	0	0	1	1	0	55.5
114	52.0	11.0	2.0	1	0	1	1	0	55.5
115	49.0	14.0	4.0	0	0	1	0	0	45.5
116	49.0	11.0	2.0	0	0	1	1	0	45.5
117	74.0	11.0	3.0	1	0	1	1	1	75.5
118	47.0	11.0	2.0	0	0	1	1	0	45.5
119	49.0	0.0	2.0	0	0	1	1	0	45.5
120	68.0	15.0	3.0	1	1	1	1	0	65.5
121	70.0	15.0	1.0	1	0	1	1	1	65.5
122	56.0	21.0	2.0	0	0	1	1	1	55.5
123	55.0	24.0	3.0	0	0	1	1	0	55.5
124	68.0	34.0	1.0	1	0	1	1	0	65.5
125	60.0	50.0	4.0	1	0	1	1	0	55.5
126	59.0	13.0	1.0	0	1	1	1	0	55.5
127	49.0	52.0	6.0	0	1	1	1	1	45.5
128	44.0	22.0	4.0	0	0	1	1	0	45.5
129	55.0	28.0	4.0	0	0	1	1	0	55.5
130	27.0	25.0	4.0	0	0	1	0	1	25.5
131	38.0	12.0	1.0	0	1	1	0	1	35.5
132	73.0	7.0	1.0	1	1	1	1	1	75.5
133	41.0	7.0	3.0	0	0	2	1	1	45.5
134	65.0	20.0	1.0	1	1	1	1	0	65.5
135	47.0	16.0	4.0	0	0	1	1	1	45.5
136	52.0	23.0	2.0	0	1	1	1	0	55.5
137	44.0	9.0	1.0	0	1	1	1	1	45.5
138	48.0	9.0	3.0	0	0	1	1	1	45.5
139	28.0	12.0	4.0	0	1	1	1	1	25.5
140	52.0	32.0	3.0	0	0	1	1	1	55.5
141	44.0	6.0	1.0	1	1	3	1	1	45.5
142	38.0	9.0	3.0	0	1	1	1	1	35.5
143	50.0	6.0	2.0	1	0	1	1	1	45.5
144	31.0	6.0	2.0	0	0	2	1	1	35.5
145	68.0	7.0	2.0	1	1	1	1	0	65.5
146	82.0	5.0	2.0	0	0	1	0	0	85.5
147	39.0	5.0	1.0	0	1	1	1	1	35.5
148	58.0	13.0	1.0	1	0	1	0	0	55.5
149	52.0	11.0	2.0	1	0	1	1	0	55.5
150	31.0	5.0	5.0	0	0	1	0	0	35.5
151	45.0	4.0	1.0	1	1	1	1	0	45.5
152	38.0	5.0	2.0	1	0	1	1	0	35.5
153	63.0	5.0	5.0	1	0	1	1	0	65.5
154	70.0	18.0	3.0	0	0	1	1	1	65.5
155	39.0	4.0	2.0	1	1	1	1	1	35.5
156	37.0	5.0	4.0	1	0	1	1	1	35.5
157	44.0	17.0	1.0	1	1	1	1	0	45.5
158	56.0	4.0	2.0	1	0	1	1	0	55.5
159	52.0	10.0	1.0	0	1	1	1	0	55.5
160	62.0	7.0	5.0	0	0	1	1	0	65.5
161	73.0	4.0	1.0	0	1	2	1	0	75.5
162	91.0	3.0	2.0	1	0	3	1	1	95.5
163	66.0	5.0	2.0	0	0	1	1	0	65.5
164	45.0	7.0	2.0	1	0	1	1	0	45.5
165	68.0	3.0	3.0	0	0	1	1	1	65.5
166	54.0	15.0	5.0	1	0	1	1	0	55.5
167	36.0	3.0	2.0	1	1	1	1	0	35.5
168	62.0	11.0	1.0	0	1	3	1	0	65.5
169	35.0	1.0	1.0	0	1	1	1	0	35.5
170	66.0	3.0	2.0	0	0	1	1	1	65.5
171	38.0	9.0	2.0	0	0	2	1	0	35.5
172	38.0	2.0	2.0	1	0	1	1	0	35.5
173	73.0	2.0	2.0	0	0	1	1	1	75.5
174	53.0	4.0	1.0	1	0	1	1	0	55.5
175	48.0	2.0	1.0	1	0	1	1	1	45.5
176	46.0	4.0	1.0	0	1	1	1	0	45.5
177	40.0	2.0	2.0	1	0	1	1	0	35.5
178	36.0	12.0	2.0	1	1	1	1	0	35.5
179	53.0	13.0	2.0	0	0	1	1	0	55.5
180	74.0	22.0	3.0	1	0	1	1	0	75.5
181	47.0	15.0	3.0	1	0	1	1	1	45.5
182	56.0	45.0	1.0	0	0	1	1	0	55.5
183	67.0	2.0	3.0	1	0	1	1	1	65.5
184	37.0	3.0	1.0	0	1	1	1	1	35.5
185	60.0	9.0	1.0	0	1	1	1	0	55.5
186	36.0	0.0	2.0	0	0	2	1	0	35.5
187	57.0	30.0	3.0	0	0	1	1	0	55.5
188	66.0	35.0	4.0	0	0	1	1	0	65.5
189	41.0	4.0	2.0	0	0	1	1	1	45.5
190	34.0	10.0	3.0	0	0	1	0	1	35.5
191	86.0	20.0	1.0	1	1	1	1	0	85.5
192	57.0	4.0	3.0	0	0	1	1	1	55.5
193	49.0	15.0	1.0	1	1	1	1	0	45.5
194	52.0	21.0	3.0	1	0	1	0	1	55.5
195	57.0	33.0	5.0	1	0	1	0	1	55.5
196	45.0	15.0	3.0	0	0	1	1	1	45.5
197	69.0	21.0	3.0	0	0	1	1	1	65.5
198	74.0	6.0	2.0	0	0	1	0	0	75.5
199	65.0	19.0	2.0	1	0	1	1	0	65.5
200	68.0	15.0	1.0	0	1	1	0	0	65.5
201	45.0	3.0	1.0	0	1	3	1	0	45.5
202	81.0	15.0	2.0	1	0	1	1	1	85.5
203	48.0	25.0	2.0	1	0	1	1	0	45.5
204	70.0	5.0	3.0	1	0	1	0	0	65.5
205	52.0	11.0	2.0	1	0	1	1	0	55.5
206	49.0	11.0	2.0	0	0	1	0	0	45.5
207	49.0	11.0	2.0	0	0	1	1	0	45.5
208	49.0	11.0	2.0	0	0	1	1	0	45.5
209	29.0	4.0	3.0	0	0	2	1	0	25.5
210	62.0	28.0	4.0	0	0	1	1	1	65.5
211	52.0	11.0	2.0	1	0	1	1	0	55.5
212	49.0	11.0	2.0	0	0	1	1	0	45.5
213	49.0	11.0	2.0	0	0	1	0	0	45.5
214	49.0	11.0	2.0	0	0	1	1	0	45.5
215	44.0	30.0	4.0	1	0	1	1	0	45.5
216	68.0	16.0	3.0	0	0	1	1	0	65.5
217	47.0	11.0	2.0	0	0	1	1	0	45.5
218	49.0	11.0	2.0	0	0	1	1	0	45.5
219	40.0	11.0	2.0	0	0	1	1	0	35.5
220	32.0	11.0	2.0	1	0	1	1	0	35.5
221	52.0	11.0	2.0	1	0	1	1	0	55.5
222	56.0	27.0	5.0	0	0	1	1	0	55.5
223	49.0	11.0	2.0	0	0	1	1	0	45.5
224	52.0	11.0	2.0	1	0	1	1	0	55.5
225	41.0	11.0	2.0	0	0	1	1	0	45.5
226	52.0	11.0	2.0	1	0	1	1	0	55.5
227	52.0	11.0	2.0	1	0	1	1	0	55.5
228	79.0	12.0	3.0	0	0	1	0	1	75.5
229	50.0	46.0	4.0	0	1	1	1	0	45.5
230	47.0	23.0	4.0	0	0	1	1	0	45.5
231	54.0	14.0	1.0	1	1	1	1	0	55.5
232	30.0	18.0	4.0	1	0	1	0	1	25.5
233	55.0	11.0	2.0	1	0	1	1	0	55.5
234	96.0	8.0	1.0	0	1	1	1	0	95.5
235	40.0	32.0	3.0	0	0	1	1	0	35.5
236	69.0	14.0	2.0	0	0	1	0	0	65.5
237	69.0	13.0	2.0	0	0	1	0	0	65.5
238	56.0	2.0	1.0	0	1	1	0	0	55.5
239	49.0	11.0	2.0	0	0	1	0	0	45.5
240	44.0	10.0	3.0	1	0	1	1	1	45.5
241	57.0	11.0	2.0	0	0	1	1	0	55.5
242	37.0	23.0	5.0	0	0	1	0	0	35.5
243	41.0	1.0	2.0	0	0	1	1	1	45.5
244	35.0	3.0	2.0	1	0	1	1	0	35.5
245	33.0	23.0	5.0	1	0	1	1	1	35.5
246	71.0	10.0	1.0	1	0	1	1	1	75.5
247	64.0	23.0	3.0	1	0	1	1	0	65.5
248	56.0	9.0	2.0	1	0	1	1	1	55.5
249	49.0	11.0	1.0	1	0	1	1	1	45.5
250	43.0	16.0	2.0	1	0	1	1	1	45.5
251	52.0	12.0	3.0	0	0	0	1	1	55.5
252	40.0	4.0	2.0	1	1	1	1	0	35.5
253	45.0	17.0	3.0	0	0	1	1	0	45.5
254	30.0	4.0	1.0	0	1	1	0	0	25.5
255	48.0	15.0	2.0	1	0	1	1	1	45.5
256	34.0	8.0	1.0	0	1	1	1	0	35.5
257	66.0	21.0	2.0	0	0	1	1	0	65.5
258	45.0	5.0	1.0	1	1	1	1	0	45.5
259	59.0	38.0	4.0	1	0	1	1	1	55.5
260	26.0	15.0	3.0	1	1	2	1	0	25.5
261	26.0	14.0	3.0	0	1	1	0	0	25.5
262	73.0	11.0	5.0	0	0	1	1	1	75.5
263	28.0	8.0	2.0	1	1	1	1	0	25.5
264	57.0	7.0	4.0	0	0	2	0	0	55.5
265	47.0	10.0	3.0	1	0	1	1	1	45.5
266	76.0	44.0	2.0	1	0	1	1	0	75.5
267	37.0	8.0	2.0	1	0	1	1	1	35.5
268	51.0	6.0	3.0	0	0	1	1	1	55.5
269	46.0	12.0	2.0	1	0	1	0	0	45.5
270	66.0	27.0	5.0	1	0	1	1	0	65.5
271	57.0	7.0	3.0	1	0	1	0	0	55.5
272	70.0	25.0	6.0	1	0	1	1	0	65.5
273	57.0	16.0	5.0	0	0	1	1	1	55.5
274	40.0	6.0	2.0	0	0	1	1	1	35.5
275	52.0	13.0	2.0	0	0	1	0	1	55.5
276	51.0	6.0	1.0	0	1	1	1	0	55.5
277	42.0	3.0	1.0	1	0	1	1	1	45.5
278	55.0	16.0	2.0	0	0	1	1	0	55.5
279	49.0	6.0	2.0	1	0	1	0	1	45.5
280	47.0	5.0	1.0	0	0	1	1	1	45.5
281	45.0	5.0	1.0	0	0	1	1	0	45.5
282	72.0	5.0	2.0	1	0	1	1	0	75.5
283	29.0	4.0	3.0	0	0	1	0	1	25.5
284	54.0	4.0	1.0	0	0	1	0	1	55.5
285	35.0	4.0	2.0	1	0	1	1	1	35.5
286	58.0	15.0	1.0	0	1	1	1	1	55.5
287	86.0	30.0	2.0	1	0	1	0	0	85.5
288	52.0	23.0	4.0	1	0	1	1	0	55.5
289	56.0	10.0	2.0	1	0	1	1	0	55.5
290	66.0	13.0	5.0	1	0	1	0	0	65.5
291	42.0	4.0	1.0	0	1	1	0	1	45.5
292	62.0	31.0	7.0	0	0	1	1	1	65.5
293	68.0	5.0	1.0	1	1	2	1	0	65.5
294	49.0	3.0	1.0	1	1	1	1	0	45.5
295	65.0	4.0	3.0	1	0	1	1	1	65.5
296	42.0	3.0	1.0	0	1	1	1	0	45.5
297	42.0	4.0	3.0	1	0	1	1	0	45.5
298	57.0	37.0	3.0	0	1	1	1	0	55.5
299	56.0	7.0	3.0	1	0	1	1	0	55.5
300	45.0	3.0	1.0	1	1	1	1	1	45.5
301	22.0	15.0	3.0	0	1	1	1	1	25.5
302	27.0	22.0	3.0	0	1	1	1	1	25.5
303	59.0	5.0	5.0	0	0	2	1	0	55.5
304	23.0	21.0	4.0	1	1	1	1	1	25.5
305	29.0	3.0	1.0	0	0	1	1	1	25.5
306	74.0	5.0	5.0	0	0	2	1	0	75.5
307	61.0	15.0	1.0	1	1	1	1	0	65.5
308	68.0	3.0	3.0	0	0	1	0	0	65.5
309	44.0	10.0	1.0	0	1	2	1	0	45.5
310	51.0	2.0	1.0	1	1	2	1	0	55.5
311	44.0	1.0	1.0	0	1	1	1	0	45.5
312	48.0	12.0	4.0	1	0	1	1	1	45.5
313	35.0	2.0	1.0	0	1	1	1	1	35.5
314	44.0	16.0	2.0	0	0	1	1	1	45.5
315	29.0	2.0	1.0	0	0	1	1	1	25.5
316	36.0	1.0	1.0	0	1	2	1	0	35.5
317	55.0	2.0	1.0	0	1	1	0	0	55.5
318	30.0	2.0	1.0	1	1	3	1	0	25.5
319	52.0	4.0	3.0	0	0	1	1	1	55.5
320	38.0	2.0	2.0	0	0	1	1	1	35.5
321	28.0	1.0	1.0	0	1	3	1	0	25.5
322	49.0	11.0	2.0	0	0	3	1	0	45.5
323	66.0	12.0	3.0	0	0	1	0	1	65.5
324	69.0	8.0	1.0	1	1	1	1	0	65.5
325	55.0	8.0	2.0	0	0	1	0	0	55.5
326	28.0	3.0	1.0	0	1	1	1	0	25.5
327	53.0	4.0	3.0	1	0	2	1	1	55.5
328	66.0	12.0	3.0	0	0	2	0	0	65.5
329	53.0	4.0	1.0	0	1	1	1	0	55.5
330	54.0	3.0	2.0	0	1	1	1	0	55.5
331	42.0	6.0	2.0	0	0	1	1	1	45.5
332	47.0	8.0	6.0	0	0	1	1	1	45.5
333	48.0	10.0	1.0	1	1	3	1	0	45.5
334	64.0	2.0	1.0	0	1	1	1	1	65.5
335	56.0	14.0	1.0	0	0	1	0	0	55.5
336	60.0	0.0	4.0	0	0	1	1	0	55.5
337	43.0	9.0	2.0	1	1	1	1	0	45.5
338	45.0	1.0	1.0	1	1	2	1	1	45.5
339	46.0	19.0	2.0	0	0	1	0	1	45.5
340	43.0	7.0	1.0	0	1	3	1	0	45.5
341	28.0	21.0	4.0	1	1	1	1	0	25.5
342	52.0	8.0	6.0	0	0	1	1	1	55.5
343	42.0	2.0	1.0	0	1	1	1	0	45.5
344	29.0	5.0	3.0	1	0	1	1	1	25.5
345	44.0	14.0	1.0	0	0	1	1	1	45.5
346	56.0	29.0	4.0	1	0	1	1	0	55.5
347	43.0	33.0	3.0	0	0	1	1	0	45.5
348	61.0	7.0	3.0	0	0	1	0	0	65.5
349	26.0	2.0	1.0	0	1	1	1	0	25.5
350	79.0	12.0	1.0	0	1	1	1	0	75.5
351	53.0	15.0	3.0	0	0	1	1	1	55.5
352	52.0	11.0	2.0	1	0	1	1	0	55.5
353	52.0	11.0	2.0	1	0	1	1	0	55.5
354	36.0	11.0	2.0	1	0	1	1	0	35.5
355	52.0	11.0	2.0	1	0	1	1	0	55.5
356	57.0	11.0	2.0	0	0	1	1	0	55.5
357	30.0	14.0	4.0	1	0	1	1	0	25.5
358	49.0	11.0	2.0	0	0	1	0	0	45.5
359	75.0	49.0	2.0	0	0	1	1	1	75.5
360	28.0	2.0	4.0	0	0	1	1	1	25.5
361	65.0	23.0	2.0	1	0	1	1	0	65.5
362	38.0	5.0	5.0	0	0	1	1	0	35.5
363	52.0	11.0	2.0	1	0	1	1	0	55.5
364	49.0	11.0	2.0	0	0	1	1	0	45.5
365	49.0	11.0	2.0	0	0	1	1	0	45.5
366	45.0	11.0	2.0	1	0	1	1	0	45.5
367	29.0	11.0	2.0	1	0	1	1	0	25.5
368	38.0	3.0	2.0	1	0	1	1	0	35.5
369	63.0	28.0	1.0	1	1	1	1	0	65.5
370	28.0	5.0	6.0	1	0	0	1	1	25.5
371	49.0	11.0	2.0	0	0	0	1	0	45.5
372	38.0	11.0	2.0	0	0	1	0	0	35.5
373	49.0	11.0	2.0	0	0	1	1	0	45.5
374	58.0	10.0	2.0	0	0	1	1	0	55.5
375	35.0	3.0	4.0	0	0	1	1	0	35.5
376	49.0	21.0	3.0	1	0	1	1	1	45.5
377	58.0	23.0	5.0	0	0	1	1	1	55.5
378	42.0	15.0	4.0	1	0	1	0	1	45.5
379	31.0	13.0	4.0	0	0	1	1	0	35.5
380	49.0	11.0	2.0	0	0	1	1	0	45.5
381	42.0	10.0	1.0	1	1	1	1	0	45.5
382	62.0	4.0	1.0	0	1	3	1	0	65.5
383	63.0	10.0	2.0	0	0	1	1	0	65.5
384	68.0	17.0	4.0	0	0	0	1	0	65.5
385	43.0	9.0	3.0	0	0	1	1	1	45.5
386	48.0	21.0	2.0	0	0	1	0	1	45.5
387	49.0	11.0	2.0	0	0	1	1	0	45.5
388	60.0	15.0	1.0	0	1	1	1	0	55.5
389	70.0	21.0	2.0	1	0	1	1	1	65.5
390	50.0	11.0	2.0	0	0	1	1	1	45.5
391	51.0	22.0	4.0	0	0	2	1	0	55.5
392	46.0	11.0	3.0	0	0	2	1	1	45.5
393	37.0	25.0	4.0	1	0	1	1	1	35.5
394	80.0	14.0	2.0	1	0	3	1	0	75.5
395	43.0	15.0	1.0	0	0	1	1	0	45.5
396	56.0	9.0	3.0	0	1	1	1	0	55.5
397	49.0	11.0	2.0	0	0	1	1	0	45.5
398	65.0	31.0	2.0	1	0	1	1	0	65.5
399	30.0	4.0	4.0	1	0	2	1	0	25.5
400	49.0	11.0	2.0	0	0	2	1	0	45.5
401	50.0	8.0	1.0	1	0	1	0	1	45.5
402	60.0	15.0	1.0	1	1	1	1	0	55.5
403	31.0	28.0	5.0	0	0	1	1	1	35.5
404	49.0	11.0	2.0	0	0	1	1	0	45.5
405	27.0	9.0	5.0	0	0	1	1	1	25.5
406	69.0	9.0	2.0	0	1	1	0	1	65.5
407	40.0	1.0	2.0	0	0	1	1	1	35.5
408	42.0	22.0	3.0	1	0	1	1	1	45.5
409	56.0	9.0	1.0	1	1	2	1	0	55.5
410	51.0	10.0	2.0	0	0	1	1	1	55.5
411	38.0	16.0	2.0	0	0	1	0	1	35.5
412	49.0	6.0	1.0	1	0	1	1	1	45.5
413	38.0	7.0	2.0	0	0	1	1	1	35.5
414	60.0	7.0	4.0	1	0	1	1	0	55.5
415	63.0	6.0	1.0	0	1	2	1	0	65.5
416	33.0	3.0	1.0	1	1	2	1	0	35.5
417	46.0	14.0	1.0	0	1	3	1	0	45.5
418	29.0	1.0	1.0	0	1	2	1	1	25.5
419	61.0	5.0	1.0	1	1	1	1	0	65.5
420	50.0	5.0	4.0	0	0	1	1	1	45.5
421	45.0	5.0	1.0	0	1	3	1	0	45.5
422	61.0	6.0	4.0	1	0	1	0	0	65.5
423	39.0	14.0	2.0	0	0	1	1	1	35.5
424	34.0	6.0	1.0	1	1	1	0	0	35.5
425	37.0	6.0	1.0	0	1	1	1	1	35.5
426	60.0	7.0	2.0	0	0	1	0	0	55.5
427	35.0	5.0	8.0	1	0	1	1	1	35.5
428	54.0	5.0	4.0	1	0	2	1	0	55.5
429	46.0	9.0	1.0	0	1	1	1	0	45.5
430	41.0	14.0	2.0	0	1	1	0	1	45.5
431	62.0	5.0	1.0	0	1	2	1	0	65.5
432	62.0	5.0	1.0	0	1	1	0	0	65.5
433	35.0	7.0	3.0	1	0	1	1	1	35.5
434	26.0	15.0	2.0	0	1	1	1	0	25.5
435	65.0	4.0	1.0	0	1	1	0	0	65.5
436	24.0	21.0	5.0	0	1	1	1	0	25.5
437	22.0	0.0	3.0	0	1	1	1	1	25.5
438	63.0	3.0	1.0	0	0	1	1	0	65.5
439	61.0	9.0	1.0	1	1	1	1	0	65.5
440	65.0	23.0	1.0	0	0	1	0	1	65.5
441	41.0	1.0	1.0	0	1	1	0	1	45.5
442	34.0	2.0	2.0	0	1	1	1	1	35.5
443	66.0	5.0	1.0	1	1	1	1	0	65.5
444	59.0	2.0	4.0	1	0	2	1	0	55.5
445	55.0	2.0	2.0	0	0	1	1	1	55.5
446	24.0	1.0	1.0	0	1	2	1	0	25.5
447	51.0	2.0	3.0	0	0	1	1	1	55.5
448	45.0	14.0	3.0	0	0	1	0	1	45.5
449	24.0	4.0	2.0	0	1	2	1	0	25.5
450	24.0	15.0	7.0	0	1	1	1	0	25.5
451	29.0	21.0	2.0	0	0	1	1	1	25.5
452	45.0	1.0	1.0	1	1	1	1	0	45.5
453	47.0	10.0	3.0	1	0	1	1	1	45.5
454	41.0	12.0	1.0	0	1	1	0	0	45.5
455	39.0	33.0	3.0	0	0	1	1	1	35.5
456	43.0	1.0	2.0	0	0	1	1	1	45.5
457	68.0	7.0	1.0	0	0	1	1	1	65.5
458	21.0	2.0	1.0	0	1	2	0	0	25.5
459	59.0	4.0	2.0	1	1	1	1	0	55.5
460	74.0	36.0	2.0	0	0	1	1	0	75.5
461	44.0	12.0	2.0	0	0	1	1	1	45.5
462	47.0	11.0	1.0	0	1	1	1	0	45.5
463	62.0	17.0	3.0	0	0	1	1	0	65.5
464	53.0	28.0	2.0	0	0	1	1	1	55.5
465	38.0	16.0	2.0	0	1	1	0	0	35.5
466	65.0	15.0	1.0	0	0	3	1	0	65.5
467	56.0	9.0	3.0	1	0	0	1	1	55.5
468	58.0	5.0	5.0	1	0	1	1	1	55.5
469	59.0	20.0	5.0	0	1	1	1	1	55.5
470	48.0	2.0	2.0	0	0	1	1	0	45.5
471	61.0	4.0	2.0	1	0	1	1	0	65.5
472	36.0	11.0	3.0	0	0	1	0	0	35.5
473	69.0	8.0	2.0	1	0	1	1	0	65.5
474	61.0	17.0	6.0	1	0	1	1	1	65.5
475	52.0	11.0	2.0	1	0	1	1	0	55.5
476	55.0	18.0	7.0	0	0	1	0	0	55.5
477	51.0	11.0	2.0	0	0	1	0	0	55.5
478	49.0	11.0	2.0	0	0	1	1	0	45.5
479	29.0	11.0	2.0	1	0	1	1	0	25.5
480	49.0	11.0	2.0	0	0	1	1	0	45.5
481	73.0	49.0	2.0	1	0	1	1	0	75.5
482	49.0	11.0	2.0	0	0	1	1	0	45.5
483	60.0	22.0	3.0	0	0	1	1	0	55.5
484	47.0	11.0	2.0	0	0	1	1	0	45.5
485	40.0	1.0	2.0	1	0	1	1	0	35.5
486	49.0	11.0	2.0	0	0	1	1	0	45.5
487	44.0	14.0	3.0	1	0	1	1	0	45.5
488	49.0	11.0	2.0	0	0	1	1	0	45.5
489	58.0	11.0	2.0	0	0	1	0	0	55.5
490	67.0	11.0	2.0	0	0	1	1	0	65.5
491	36.0	11.0	2.0	1	0	1	0	0	35.5
492	33.0	19.0	3.0	0	0	1	1	0	35.5
493	62.0	11.0	2.0	0	0	1	1	0	65.5
494	56.0	8.0	3.0	0	0	1	1	0	55.5
495	49.0	11.0	2.0	0	0	1	0	0	45.5
496	61.0	15.0	3.0	0	0	1	1	1	65.5
