	exact_age	length_of_residence	num_adults	gender	hh_marital_status	dwell_type	urban_rural_flag	flag_pres_kids_true	age_range
3639	62.0	15.0	2.0	0	1	1	1	1	65.5
3640	44.0	7.0	1.0	0	0	1	1	0	45.5
3641	29.0	11.0	1.0	0	1	3	1	0	25.5
3642	60.0	12.0	2.0	0	1	1	0	0	55.5
3643	37.0	11.0	3.0	1	1	1	0	1	35.5
3644	48.0	6.0	2.0	0	0	1	1	1	45.5
3645	36.0	15.0	1.0	0	0	1	1	1	35.5
3646	67.0	8.0	1.0	1	1	1	1	0	65.5
3647	66.0	43.0	3.0	0	1	1	1	1	65.5
3648	48.0	14.0	1.0	0	1	1	1	0	45.5
3649	41.0	10.0	1.0	0	0	1	1	1	45.5
3650	42.0	12.0	2.0	1	0	1	1	1	45.5
3651	30.0	25.0	5.0	0	0	1	1	1	25.5
3652	59.0	29.0	4.0	0	0	1	1	1	55.5
3653	57.0	9.0	2.0	1	0	2	1	0	55.5
3654	55.0	11.0	2.0	1	0	2	1	0	55.5
3655	52.0	5.0	1.0	0	1	1	1	1	55.5
3656	45.0	6.0	1.0	1	1	1	1	0	45.5
3657	66.0	1.0	1.0	1	0	1	1	1	65.5
3658	68.0	6.0	3.0	0	1	1	1	1	65.5
3659	34.0	6.0	2.0	1	0	1	1	0	35.5
3660	38.0	5.0	2.0	1	0	1	1	0	35.5
3661	55.0	6.0	3.0	1	0	1	1	1	55.5
3662	52.0	5.0	1.0	1	1	1	1	1	55.5
3663	44.0	2.0	2.0	1	0	1	1	0	45.5
3664	61.0	5.0	2.0	1	0	1	1	0	65.5
3665	47.0	4.0	1.0	0	1	3	1	0	45.5
3666	61.0	5.0	2.0	0	1	1	0	0	65.5
3667	43.0	12.0	1.0	1	1	1	1	1	45.5
3668	45.0	4.0	3.0	0	0	1	1	1	45.5
3669	49.0	4.0	2.0	1	0	1	1	1	45.5
3670	52.0	4.0	1.0	0	1	1	1	0	55.5
3671	50.0	6.0	3.0	0	0	1	1	0	45.5
3672	46.0	22.0	3.0	0	0	0	0	1	45.5
3673	44.0	6.0	2.0	0	0	1	1	0	45.5
3674	60.0	3.0	1.0	0	1	1	0	0	55.5
3675	29.0	2.0	2.0	1	0	1	0	0	25.5
3676	40.0	0.0	1.0	0	1	2	1	0	35.5
3677	52.0	3.0	3.0	1	1	1	1	0	55.5
3678	52.0	3.0	1.0	0	1	3	1	0	55.5
3679	26.0	4.0	5.0	0	1	3	1	1	25.5
3680	46.0	11.0	1.0	0	1	1	1	1	45.5
3681	56.0	11.0	2.0	0	0	1	0	0	55.5
3682	76.0	9.0	4.0	0	0	1	1	0	75.5
3683	60.0	4.0	4.0	0	0	1	0	1	55.5
3684	35.0	3.0	1.0	0	1	1	1	0	35.5
3685	42.0	2.0	2.0	1	0	1	1	1	45.5
3686	36.0	12.0	3.0	0	0	1	1	1	35.5
3687	80.0	2.0	1.0	1	1	1	1	0	75.5
3688	44.0	4.0	1.0	0	1	3	0	0	45.5
3689	57.0	2.0	1.0	0	1	2	1	1	55.5
3690	52.0	1.0	1.0	0	0	1	1	0	55.5
3691	38.0	4.0	2.0	1	1	1	1	0	35.5
3692	49.0	11.0	2.0	0	0	1	1	0	45.5
3693	24.0	6.0	5.0	1	1	1	1	0	25.5
3694	22.0	24.0	5.0	0	1	1	1	1	25.5
3695	33.0	0.0	3.0	1	1	1	1	0	35.5
3696	74.0	7.0	3.0	1	0	1	1	0	75.5
3697	59.0	3.0	2.0	1	0	3	1	0	55.5
3698	58.0	1.0	1.0	1	0	1	1	0	55.5
3699	34.0	0.0	2.0	1	0	1	1	0	35.5
3700	47.0	1.0	1.0	0	0	3	1	1	45.5
3701	50.0	11.0	3.0	0	0	1	1	1	45.5
3702	67.0	23.0	2.0	0	0	1	1	1	65.5
3703	55.0	24.0	3.0	1	1	1	1	0	55.5
3704	53.0	11.0	3.0	1	0	1	1	1	55.5
3705	52.0	1.0	1.0	0	1	3	1	0	55.5
3706	62.0	13.0	2.0	0	1	1	1	0	65.5
3707	52.0	7.0	1.0	1	1	1	1	0	55.5
3708	66.0	27.0	2.0	0	1	1	1	0	65.5
3709	60.0	6.0	4.0	0	0	2	1	1	55.5
3710	49.0	5.0	1.0	1	1	1	1	0	45.5
3711	62.0	13.0	2.0	0	0	2	1	0	65.5
3712	59.0	15.0	3.0	0	0	1	1	1	55.5
3713	41.0	6.0	2.0	0	0	1	1	1	45.5
3714	56.0	3.0	2.0	0	0	1	0	1	55.5
3715	45.0	4.0	1.0	0	1	1	0	0	45.5
3716	39.0	10.0	1.0	0	1	3	1	0	35.5
3717	58.0	17.0	1.0	0	1	2	1	0	55.5
3718	33.0	3.0	2.0	0	0	3	1	0	35.5
3719	64.0	24.0	4.0	0	0	1	1	0	65.5
3720	41.0	11.0	2.0	0	0	1	1	0	45.5
3721	63.0	3.0	3.0	1	0	1	1	0	65.5
3722	41.0	1.0	1.0	0	1	1	1	0	45.5
3723	34.0	10.0	2.0	0	0	1	0	0	35.5
3724	49.0	11.0	2.0	0	0	1	1	0	45.5
3725	31.0	23.0	3.0	0	0	1	1	0	35.5
3726	51.0	3.0	2.0	0	0	1	0	1	55.5
3727	52.0	11.0	2.0	1	0	1	0	0	55.5
3728	49.0	11.0	2.0	0	0	1	0	0	45.5
3729	25.0	4.0	1.0	0	1	1	0	0	25.5
3730	75.0	11.0	2.0	0	0	1	0	0	75.5
3731	52.0	11.0	2.0	1	0	1	1	0	55.5
3732	48.0	11.0	2.0	1	0	1	1	0	45.5
3733	31.0	7.0	1.0	0	1	1	1	0	35.5
3734	37.0	11.0	2.0	0	0	1	1	0	35.5
3735	24.0	0.0	1.0	0	1	2	1	0	25.5
3736	53.0	5.0	1.0	0	1	0	1	0	55.5
3737	49.0	11.0	2.0	0	0	0	1	0	45.5
3738	33.0	11.0	2.0	1	0	0	1	0	35.5
3739	55.0	2.0	1.0	0	1	1	1	0	55.5
3740	60.0	7.0	3.0	0	0	1	1	0	55.5
3741	30.0	1.0	2.0	1	0	1	1	0	25.5
3742	75.0	15.0	2.0	0	0	1	1	0	75.5
3743	45.0	1.0	1.0	0	1	1	1	0	45.5
3744	47.0	11.0	1.0	1	1	1	1	1	45.5
3745	65.0	35.0	3.0	0	0	1	1	0	65.5
3746	27.0	11.0	2.0	0	0	1	1	0	25.5
3747	46.0	2.0	1.0	0	0	1	1	1	45.5
3748	55.0	20.0	3.0	1	0	1	1	0	55.5
3749	67.0	27.0	4.0	0	0	1	1	0	65.5
3750	32.0	31.0	3.0	0	0	1	1	0	35.5
3751	41.0	1.0	1.0	1	1	1	1	0	45.5
3752	49.0	11.0	2.0	0	0	1	1	0	45.5
3753	52.0	11.0	2.0	1	0	1	1	0	55.5
3754	65.0	27.0	3.0	0	0	1	1	1	65.5
3755	49.0	11.0	2.0	0	0	1	1	0	45.5
3756	75.0	15.0	4.0	1	1	1	1	0	75.5
3757	52.0	11.0	2.0	1	0	1	1	0	55.5
3758	53.0	22.0	3.0	0	0	1	1	1	55.5
3759	49.0	11.0	2.0	0	0	1	0	0	45.5
3760	52.0	11.0	2.0	0	0	1	1	0	55.5
3761	70.0	31.0	3.0	1	0	1	1	1	65.5
3762	45.0	14.0	2.0	0	0	1	1	0	45.5
3763	53.0	4.0	1.0	0	1	1	1	0	55.5
3764	45.0	12.0	1.0	0	1	1	1	1	45.5
3765	40.0	14.0	2.0	0	0	1	1	0	35.5
3766	60.0	35.0	4.0	0	0	1	1	1	55.5
3767	80.0	15.0	1.0	0	1	1	1	0	75.5
3768	42.0	8.0	2.0	1	0	1	1	1	45.5
3769	94.0	9.0	1.0	0	1	1	1	0	95.5
3770	40.0	11.0	1.0	0	0	2	1	1	35.5
3771	55.0	14.0	6.0	0	0	1	1	0	55.5
3772	49.0	11.0	2.0	0	0	1	1	0	45.5
3773	68.0	25.0	5.0	1	0	1	1	0	65.5
3774	67.0	0.0	2.0	1	0	1	1	1	65.5
3775	54.0	17.0	1.0	1	1	2	0	0	55.5
3776	45.0	1.0	1.0	1	1	2	1	0	45.5
3777	56.0	3.0	2.0	0	0	1	1	0	55.5
3778	52.0	11.0	2.0	1	0	1	1	0	55.5
3779	74.0	9.0	1.0	1	1	1	1	0	75.5
3780	49.0	20.0	2.0	0	0	1	1	1	45.5
3781	72.0	30.0	4.0	1	0	1	1	1	75.5
3782	61.0	15.0	2.0	0	0	1	1	0	65.5
3783	44.0	10.0	2.0	0	0	1	1	0	45.5
3784	50.0	23.0	2.0	0	0	1	1	1	45.5
3785	46.0	15.0	1.0	1	1	2	1	0	45.5
3786	62.0	29.0	2.0	0	0	1	1	0	65.5
3787	53.0	15.0	4.0	1	0	1	1	1	55.5
3788	47.0	4.0	1.0	0	1	1	1	0	45.5
3789	63.0	28.0	1.0	0	1	1	1	0	65.5
3790	27.0	8.0	2.0	0	1	1	1	1	25.5
3791	91.0	15.0	2.0	1	0	3	1	0	95.5
3792	29.0	7.0	6.0	1	0	1	1	0	25.5
3793	52.0	12.0	1.0	0	1	3	1	0	55.5
3794	42.0	11.0	1.0	0	1	1	1	1	45.5
3795	35.0	4.0	1.0	0	1	1	1	0	35.5
3796	76.0	15.0	1.0	1	1	1	1	0	75.5
3797	47.0	6.0	1.0	0	1	1	1	0	45.5
3798	45.0	11.0	4.0	1	0	1	1	1	45.5
3799	27.0	7.0	2.0	0	0	1	1	0	25.5
3800	45.0	6.0	1.0	1	1	1	1	0	45.5
3801	40.0	5.0	1.0	0	0	3	1	0	35.5
3802	53.0	11.0	5.0	0	0	1	1	0	55.5
3803	78.0	5.0	5.0	0	0	2	1	0	75.5
3804	51.0	5.0	1.0	1	1	1	1	0	55.5
3805	35.0	4.0	2.0	0	0	1	1	1	35.5
3806	44.0	4.0	3.0	0	0	3	1	0	45.5
3807	35.0	4.0	2.0	0	0	1	1	0	35.5
3808	65.0	23.0	2.0	0	0	1	1	0	65.5
3809	52.0	15.0	4.0	0	0	1	1	1	55.5
3810	40.0	11.0	1.0	0	1	1	1	1	35.5
3811	46.0	8.0	1.0	0	1	1	1	1	45.5
3812	63.0	30.0	4.0	0	0	1	1	1	65.5
3813	56.0	11.0	2.0	1	0	1	1	0	55.5
3814	41.0	4.0	4.0	0	0	1	1	1	45.5
3815	69.0	4.0	2.0	1	0	1	1	0	65.5
3816	37.0	3.0	1.0	0	1	1	1	1	35.5
3817	46.0	3.0	2.0	0	0	1	1	1	45.5
3818	69.0	23.0	2.0	1	0	1	1	0	65.5
3819	60.0	25.0	4.0	0	0	1	1	1	55.5
3820	47.0	2.0	4.0	0	0	1	1	1	45.5
3821	61.0	9.0	5.0	0	0	1	1	0	65.5
3822	24.0	16.0	5.0	1	1	1	1	0	25.5
3823	38.0	11.0	1.0	0	0	1	1	1	35.5
3824	63.0	12.0	2.0	1	0	1	1	1	65.5
3825	37.0	41.0	5.0	1	0	1	1	1	35.5
3826	25.0	5.0	1.0	1	1	3	1	0	25.5
3827	55.0	1.0	1.0	0	1	3	0	0	55.5
3828	57.0	25.0	4.0	1	0	1	1	1	55.5
3829	30.0	3.0	1.0	0	1	2	1	0	25.5
3830	45.0	1.0	1.0	1	1	3	1	0	45.5
3831	49.0	8.0	1.0	1	1	1	1	0	45.5
3832	67.0	10.0	2.0	1	0	1	0	1	65.5
3833	51.0	25.0	4.0	1	0	1	1	1	55.5
3834	69.0	1.0	2.0	1	0	1	0	1	65.5
3835	32.0	10.0	3.0	1	0	1	1	1	35.5
3836	61.0	15.0	3.0	1	0	1	1	0	65.5
3837	50.0	1.0	1.0	0	1	3	1	1	45.5
3838	34.0	10.0	2.0	1	1	1	1	1	35.5
3839	67.0	10.0	2.0	1	0	1	1	0	65.5
3840	52.0	3.0	5.0	0	0	1	1	1	55.5
3841	49.0	11.0	2.0	0	0	1	1	0	45.5
3842	65.0	23.0	2.0	0	0	1	1	1	65.5
3843	72.0	15.0	4.0	1	0	1	1	1	75.5
3844	43.0	1.0	1.0	1	1	1	1	0	45.5
3845	33.0	1.0	1.0	1	1	3	1	1	35.5
3846	69.0	24.0	3.0	0	0	1	1	1	65.5
3847	52.0	11.0	2.0	1	0	1	1	0	55.5
3848	49.0	11.0	2.0	0	0	1	1	0	45.5
3849	62.0	13.0	5.0	1	0	1	0	0	65.5
3850	49.0	11.0	2.0	0	0	1	1	0	45.5
3851	49.0	11.0	2.0	0	0	1	1	0	45.5
3852	51.0	12.0	5.0	1	0	1	1	0	55.5
3853	83.0	14.0	4.0	0	1	1	1	0	85.5
3854	32.0	7.0	1.0	1	1	2	1	0	35.5
3855	49.0	11.0	2.0	0	0	2	1	0	45.5
3856	57.0	5.0	4.0	0	0	1	1	0	55.5
3857	49.0	11.0	2.0	0	0	1	0	0	45.5
3858	60.0	0.0	5.0	1	0	1	1	0	55.5
3859	70.0	11.0	2.0	0	0	1	1	0	65.5
3860	48.0	4.0	7.0	0	0	1	1	0	45.5
3861	70.0	1.0	1.0	0	1	1	0	0	65.5
3862	49.0	11.0	2.0	0	0	1	1	0	45.5
3863	36.0	11.0	2.0	0	0	1	0	0	35.5
3864	56.0	11.0	4.0	0	0	1	0	1	55.5
3865	32.0	21.0	4.0	0	0	1	1	0	35.5
3866	54.0	27.0	7.0	0	0	1	1	1	55.5
3867	78.0	37.0	2.0	1	0	1	1	0	75.5
3868	60.0	10.0	2.0	0	0	0	1	0	55.5
3869	30.0	2.0	2.0	0	0	1	1	0	25.5
3870	47.0	12.0	2.0	1	0	1	1	0	45.5
3871	66.0	20.0	5.0	1	0	1	0	1	65.5
3872	49.0	11.0	2.0	0	0	1	1	0	45.5
3873	57.0	36.0	3.0	0	0	1	1	0	55.5
3874	52.0	11.0	2.0	1	0	1	1	0	55.5
3875	68.0	30.0	1.0	1	1	1	1	0	65.5
3876	49.0	11.0	2.0	0	0	1	0	0	45.5
3877	47.0	11.0	2.0	0	0	1	0	0	45.5
3878	52.0	11.0	2.0	1	0	1	1	0	55.5
3879	51.0	22.0	3.0	0	0	1	1	1	55.5
3880	59.0	1.0	1.0	1	1	1	1	0	55.5
3881	55.0	1.0	1.0	1	1	1	1	1	55.5
3882	60.0	12.0	4.0	1	0	1	1	1	55.5
3883	58.0	13.0	6.0	0	0	1	1	1	55.5
3884	49.0	11.0	2.0	0	0	1	1	0	45.5
3885	49.0	22.0	4.0	0	0	1	0	1	45.5
3886	60.0	5.0	2.0	0	0	1	0	0	55.5
3887	42.0	11.0	2.0	0	0	1	0	0	45.5
3888	40.0	2.0	1.0	0	1	2	1	0	35.5
3889	50.0	6.0	2.0	0	0	1	0	0	45.5
3890	78.0	21.0	3.0	0	0	1	1	1	75.5
3891	58.0	33.0	6.0	0	0	0	0	0	55.5
3892	63.0	6.0	1.0	0	1	1	0	0	65.5
3893	52.0	11.0	2.0	1	0	1	1	0	55.5
3894	58.0	15.0	5.0	0	0	1	1	1	55.5
3895	49.0	11.0	2.0	0	0	1	1	0	45.5
3896	45.0	13.0	4.0	0	0	1	1	1	45.5
3897	67.0	13.0	4.0	0	0	2	1	0	65.5
3898	71.0	26.0	2.0	0	1	2	1	1	75.5
3899	49.0	11.0	2.0	0	0	2	1	0	45.5
3900	49.0	11.0	2.0	0	0	2	1	0	45.5
3901	49.0	11.0	2.0	0	0	2	1	0	45.5
3902	52.0	11.0	2.0	1	0	2	1	0	55.5
3903	49.0	11.0	2.0	0	0	2	1	0	45.5
3904	41.0	2.0	2.0	1	0	1	1	0	45.5
3905	49.0	11.0	2.0	0	0	1	1	0	45.5
3906	62.0	14.0	2.0	1	0	1	1	0	65.5
3907	24.0	17.0	3.0	0	0	1	1	0	25.5
3908	36.0	36.0	6.0	0	0	1	1	1	35.5
3909	50.0	12.0	2.0	0	1	2	1	1	45.5
3910	54.0	20.0	2.0	0	0	1	1	1	55.5
3911	60.0	9.0	1.0	0	1	1	1	1	55.5
3912	38.0	10.0	4.0	1	1	1	1	1	35.5
3913	37.0	13.0	2.0	0	0	1	1	1	35.5
3914	49.0	7.0	1.0	0	0	1	1	0	45.5
3915	63.0	21.0	4.0	0	0	1	1	1	65.5
3916	38.0	6.0	6.0	1	0	1	1	0	35.5
3917	35.0	6.0	1.0	0	1	1	1	0	35.5
3918	39.0	10.0	2.0	0	1	1	1	1	35.5
3919	44.0	8.0	2.0	0	0	1	1	1	45.5
3920	71.0	4.0	1.0	0	1	1	1	0	75.5
3921	46.0	11.0	4.0	0	0	1	0	0	45.5
3922	35.0	15.0	1.0	0	0	1	1	1	35.5
3923	49.0	13.0	2.0	0	0	1	0	1	45.5
3924	53.0	3.0	2.0	1	0	1	1	0	55.5
3925	65.0	7.0	4.0	0	0	1	1	0	65.5
3926	48.0	6.0	1.0	0	0	1	1	1	45.5
3927	42.0	6.0	2.0	1	0	1	1	0	45.5
3928	46.0	6.0	1.0	0	1	1	0	0	45.5
3929	47.0	6.0	2.0	0	0	1	1	1	45.5
3930	49.0	6.0	4.0	1	0	1	1	1	45.5
3931	49.0	11.0	2.0	0	0	1	1	0	45.5
3932	56.0	8.0	5.0	1	0	1	1	1	55.5
3933	71.0	15.0	3.0	0	0	1	1	0	75.5
3934	53.0	5.0	1.0	1	0	3	0	1	55.5
3935	44.0	9.0	2.0	0	0	1	1	1	45.5
3936	49.0	5.0	1.0	1	1	1	1	0	45.5
3937	53.0	3.0	5.0	0	0	1	1	1	55.5
3938	59.0	3.0	2.0	1	0	1	1	0	55.5
3939	32.0	6.0	2.0	0	0	1	1	0	35.5
3940	73.0	37.0	2.0	0	0	1	1	0	75.5
3941	54.0	9.0	1.0	0	1	1	1	1	55.5
3942	41.0	4.0	1.0	1	1	1	1	0	45.5
3943	47.0	10.0	3.0	0	0	1	1	1	45.5
3944	34.0	5.0	1.0	0	1	1	1	0	35.5
3945	67.0	16.0	4.0	1	0	1	1	0	65.5
3946	68.0	4.0	4.0	0	0	1	1	1	65.5
3947	21.0	6.0	2.0	0	1	2	1	0	25.5
3948	56.0	1.0	4.0	0	0	1	1	1	55.5
3949	73.0	3.0	1.0	1	1	3	1	0	75.5
3950	39.0	8.0	2.0	1	0	1	1	0	35.5
3951	69.0	11.0	2.0	0	0	1	1	0	65.5
3952	34.0	2.0	1.0	1	1	3	1	0	35.5
3953	31.0	9.0	3.0	1	0	1	1	1	35.5
3954	68.0	15.0	2.0	0	0	1	0	0	65.5
3955	45.0	2.0	2.0	0	0	1	0	1	45.5
3956	49.0	2.0	1.0	0	1	1	1	1	45.5
3957	53.0	18.0	5.0	0	0	1	1	1	55.5
3958	69.0	23.0	3.0	0	0	1	0	1	65.5
3959	44.0	2.0	4.0	0	0	1	1	1	45.5
3960	69.0	13.0	2.0	0	0	1	1	0	65.5
3961	59.0	11.0	2.0	0	0	1	1	0	55.5
3962	23.0	20.0	3.0	0	1	1	0	1	25.5
3963	25.0	11.0	1.0	0	1	1	1	0	25.5
3964	25.0	24.0	4.0	0	1	1	1	0	25.5
3965	33.0	1.0	1.0	1	1	1	1	0	35.5
3966	58.0	9.0	1.0	0	1	1	1	1	55.5
3967	36.0	6.0	2.0	0	0	1	0	0	35.5
3968	36.0	9.0	2.0	0	0	1	0	1	35.5
3969	60.0	1.0	5.0	1	0	1	1	1	55.5
3970	47.0	2.0	2.0	0	1	1	1	1	45.5
3971	55.0	20.0	6.0	0	0	1	1	0	55.5
3972	71.0	28.0	2.0	1	0	1	1	0	75.5
3973	58.0	15.0	2.0	1	0	1	1	0	55.5
3974	45.0	3.0	3.0	1	0	1	1	0	45.5
3975	32.0	1.0	1.0	1	1	1	1	0	35.5
3976	23.0	45.0	3.0	0	1	1	0	1	25.5
3977	44.0	15.0	3.0	1	0	1	1	0	45.5
3978	26.0	5.0	1.0	0	1	1	0	0	25.5
3979	40.0	6.0	4.0	1	0	1	1	1	35.5
3980	39.0	10.0	3.0	0	0	1	1	1	35.5
3981	58.0	8.0	2.0	1	0	1	0	0	55.5
3982	62.0	13.0	3.0	0	1	1	1	0	65.5
3983	38.0	1.0	1.0	1	1	1	1	0	35.5
3984	81.0	24.0	3.0	1	0	1	1	1	85.5
3985	43.0	4.0	3.0	1	1	1	1	0	45.5
3986	29.0	5.0	3.0	0	0	1	1	0	25.5
3987	36.0	11.0	2.0	0	0	1	1	0	35.5
3988	49.0	11.0	2.0	0	0	1	1	0	45.5
3989	49.0	11.0	2.0	0	0	1	0	0	45.5
3990	52.0	11.0	2.0	1	0	1	1	0	55.5
3991	49.0	11.0	2.0	0	0	1	1	0	45.5
3992	57.0	2.0	1.0	0	1	1	1	0	55.5
3993	47.0	20.0	5.0	0	0	1	0	1	45.5
3994	76.0	8.0	4.0	1	0	1	0	1	75.5
3995	32.0	3.0	2.0	0	0	1	1	0	35.5
3996	49.0	11.0	2.0	0	0	1	1	0	45.5
3997	51.0	4.0	1.0	0	1	0	0	0	55.5
3998	64.0	11.0	2.0	0	0	1	1	1	65.5
3999	70.0	38.0	2.0	0	0	1	0	0	65.5
4000	47.0	11.0	2.0	0	0	1	1	0	45.5
4001	44.0	11.0	2.0	1	0	1	1	0	45.5
4002	39.0	4.0	3.0	0	0	1	1	0	35.5
4003	44.0	1.0	3.0	0	0	1	1	0	45.5
4004	47.0	11.0	2.0	0	0	1	1	0	45.5
4005	50.0	13.0	6.0	1	0	1	1	1	45.5
4006	63.0	14.0	4.0	0	1	1	1	0	65.5
4007	59.0	31.0	4.0	1	0	1	1	1	55.5
4008	49.0	11.0	2.0	0	0	1	1	0	45.5
4009	35.0	18.0	4.0	0	0	1	1	0	35.5
4010	69.0	10.0	3.0	1	0	1	1	1	65.5
4011	52.0	11.0	2.0	1	0	1	1	0	55.5
4012	55.0	5.0	2.0	1	0	1	0	1	55.5
4013	29.0	11.0	2.0	1	0	1	1	0	25.5
4014	68.0	26.0	2.0	1	0	1	1	1	65.5
4015	56.0	11.0	2.0	0	0	2	1	0	55.5
4016	63.0	1.0	2.0	1	0	1	1	1	65.5
4017	49.0	11.0	2.0	0	0	1	1	0	45.5
4018	59.0	15.0	3.0	1	0	1	0	1	55.5
4019	40.0	8.0	2.0	0	0	1	1	1	35.5
4020	49.0	11.0	2.0	0	0	1	1	0	45.5
4021	47.0	11.0	2.0	0	0	1	1	0	45.5
4022	30.0	0.0	1.0	0	1	1	0	0	25.5
4023	52.0	1.0	1.0	0	1	1	1	0	55.5
4024	22.0	16.0	3.0	0	0	1	1	0	25.5
4025	42.0	13.0	1.0	0	1	1	1	1	45.5
4026	52.0	11.0	2.0	1	0	1	1	0	55.5
4027	66.0	23.0	2.0	0	0	1	0	0	65.5
4028	66.0	8.0	3.0	1	0	1	1	1	65.5
4029	94.0	15.0	1.0	0	0	1	1	0	95.5
4030	52.0	11.0	2.0	1	0	1	1	0	55.5
4031	46.0	25.0	1.0	1	1	2	1	0	45.5
4032	57.0	23.0	1.0	1	0	1	1	0	55.5
4033	64.0	32.0	5.0	1	0	1	1	0	65.5
4034	49.0	11.0	2.0	0	0	1	0	0	45.5
4035	68.0	29.0	4.0	1	0	1	1	1	65.5
4036	43.0	6.0	1.0	0	1	2	1	0	45.5
4037	79.0	27.0	5.0	1	0	1	1	0	75.5
4038	56.0	2.0	2.0	1	0	1	1	0	55.5
4039	65.0	15.0	3.0	0	0	1	1	0	65.5
4040	61.0	39.0	2.0	0	0	0	1	0	65.5
4041	50.0	9.0	2.0	0	0	2	1	0	45.5
4042	52.0	16.0	2.0	0	0	1	1	1	55.5
4043	37.0	10.0	3.0	1	0	1	1	1	35.5
4044	45.0	4.0	1.0	0	1	1	1	1	45.5
4045	59.0	15.0	1.0	0	0	1	1	1	55.5
4046	33.0	4.0	1.0	0	1	1	1	0	35.5
4047	38.0	5.0	1.0	1	1	1	1	0	35.5
4048	67.0	7.0	1.0	0	1	0	0	1	65.5
4049	56.0	10.0	4.0	0	0	1	1	0	55.5
4050	41.0	6.0	1.0	1	1	1	1	0	45.5
4051	51.0	14.0	3.0	1	0	1	0	1	55.5
4052	35.0	1.0	2.0	0	0	1	0	1	35.5
4053	70.0	6.0	2.0	1	0	1	0	0	65.5
4054	49.0	6.0	1.0	1	1	1	1	1	45.5
4055	55.0	5.0	1.0	0	1	1	1	0	55.5
4056	80.0	6.0	2.0	0	0	1	0	0	75.5
4057	55.0	4.0	1.0	1	1	1	1	0	55.5
4058	48.0	23.0	3.0	0	1	1	1	1	45.5
4059	30.0	4.0	1.0	0	1	3	1	1	25.5
4060	43.0	5.0	1.0	1	1	1	1	0	45.5
4061	61.0	3.0	1.0	0	1	1	1	0	65.5
4062	45.0	4.0	1.0	0	1	1	1	0	45.5
4063	32.0	6.0	1.0	0	1	1	1	0	35.5
4064	53.0	9.0	4.0	0	0	1	1	1	55.5
4065	60.0	5.0	1.0	1	1	1	1	0	55.5
4066	62.0	22.0	2.0	1	0	1	0	0	65.5
4067	24.0	19.0	6.0	1	1	1	1	1	25.5
4068	27.0	42.0	6.0	0	1	1	1	1	25.5
4069	25.0	4.0	3.0	1	1	1	0	1	25.5
4070	62.0	12.0	2.0	0	1	1	1	0	65.5
4071	44.0	2.0	1.0	0	1	1	1	0	45.5
4072	69.0	14.0	3.0	0	0	1	1	0	65.5
4073	26.0	2.0	1.0	0	1	1	1	0	25.5
4074	45.0	2.0	1.0	0	1	3	1	0	45.5
4075	58.0	4.0	1.0	0	1	1	1	0	55.5
4076	93.0	2.0	4.0	1	1	1	1	0	95.5
4077	55.0	3.0	6.0	0	0	1	1	1	55.5
4078	53.0	23.0	5.0	0	0	1	1	0	55.5
4079	26.0	13.0	3.0	0	1	1	1	0	25.5
4080	59.0	1.0	2.0	1	0	1	1	0	55.5
4081	24.0	0.0	1.0	1	1	2	1	0	25.5
4082	33.0	4.0	2.0	0	0	1	1	1	35.5
4083	48.0	1.0	2.0	1	1	1	1	1	45.5
4084	76.0	13.0	1.0	1	0	1	0	0	75.5
4085	44.0	5.0	1.0	0	1	3	1	0	45.5
4086	64.0	5.0	2.0	0	0	1	0	1	65.5
4087	31.0	20.0	3.0	0	0	1	1	1	35.5
4088	36.0	5.0	1.0	0	1	1	1	1	35.5
4089	57.0	11.0	2.0	0	0	1	1	0	55.5
4090	49.0	3.0	1.0	1	1	1	1	0	45.5
4091	58.0	18.0	6.0	1	0	1	1	0	55.5
4092	48.0	4.0	3.0	0	1	1	1	1	45.5
4093	71.0	18.0	5.0	0	0	1	1	0	75.5
4094	49.0	11.0	2.0	0	0	1	1	0	45.5
4095	66.0	10.0	4.0	1	0	1	1	0	65.5
4096	39.0	13.0	3.0	0	0	1	1	0	35.5
4097	41.0	5.0	3.0	1	0	1	1	0	45.5
4098	49.0	24.0	5.0	0	0	1	1	0	45.5
4099	42.0	9.0	4.0	0	0	1	1	0	45.5
4100	67.0	1.0	2.0	0	0	1	1	1	65.5
4101	44.0	11.0	2.0	0	0	1	1	0	45.5
4102	49.0	11.0	2.0	0	0	1	1	0	45.5
4103	34.0	2.0	4.0	0	0	1	0	0	35.5
4104	25.0	36.0	3.0	0	0	1	1	0	25.5
4105	49.0	11.0	2.0	0	0	1	1	0	45.5
4106	70.0	25.0	3.0	0	0	1	1	0	65.5
4107	60.0	11.0	2.0	1	0	1	0	0	55.5
4108	49.0	11.0	2.0	0	0	1	0	0	45.5
4109	26.0	1.0	3.0	1	0	1	1	0	25.5
4110	48.0	16.0	5.0	1	0	1	1	1	45.5
4111	59.0	0.0	1.0	0	1	1	0	0	55.5
4112	71.0	28.0	5.0	0	0	1	1	0	75.5
4113	28.0	7.0	5.0	0	0	1	1	0	25.5
4114	33.0	4.0	1.0	0	1	1	0	0	35.5
4115	23.0	11.0	2.0	1	0	1	1	0	25.5
4116	69.0	18.0	2.0	1	0	1	0	0	65.5
4117	48.0	11.0	2.0	0	0	1	1	0	45.5
4118	51.0	10.0	3.0	0	0	1	1	1	55.5
